age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
14,Other,UK,4.868454492,YouTube,5,Education,24.51695718,1,7.298498372,Medium,50.75709126
24,Male,Canada,5.679478015,YouTube,1,Education,12.89977142,1,4.673630752,High,22.54766144
18,Male,India,2.007474849,Snapchat,1,Content Creation,35.43188255,1,8.806400513,Low,56.97188208
19,Female,Germany,2.858215659,Instagram,3,Entertainment,34.83817287,1,8.420052825,Medium,0
17,Male,USA,4.00397434,Instagram,2,Entertainment,27.68403309,1,8.685254889,Medium,60.64337239
13,Female,Canada,4.392082527,Instagram,1,Entertainment,21.3490303,0,5.771281686,Medium,82.31721718
13,Female,USA,3.094966479,YouTube,4,Entertainment,22.44628244,1,8.873323078,Medium,13.2756413
15,Female,India,5.194538699,YouTube,5,Education,26.45709612,1,5.937279313,High,31.94284414
26,Female,India,1.699232911,Instagram,4,Entertainment,31.36749891,1,8.122735559,Low,25.38886416
14,Female,USA,2.696384597,Twitter,1,Socializing,7.464893049,0,6.881961426,Medium,11.47814302
17,Male,Germany,1.878220304,TikTok,5,Entertainment,27.5796967,1,8.458850192,Low,35.46191298
24,Female,Germany,4.672018966,Instagram,1,Socializing,26.47371517,1,7.906033333,Medium,44.92364211
22,Male,India,3.611881484,YouTube,2,News,18.22961738,1,8.416352459,Medium,56.48398737
18,Male,Brazil,6.334436551,YouTube,1,Education,26.99910156,0,4.091367812,High,39.72083172
19,Female,Canada,2.168510047,TikTok,2,Entertainment,41.67117446,0,7.014628547,Low,68.45659975
16,Male,Germany,2.004747287,YouTube,3,Entertainment,30.87872074,1,9.501723092,Low,37.28546605
19,Female,Brazil,0.615771654,TikTok,4,Education,37.98992874,0,10,Low,84.63599439
23,Male,Canada,4.907806416,YouTube,2,Education,14.95305356,1,8.008928412,Medium,32.37499675
20,Male,Germany,3.164074706,Instagram,5,Entertainment,5,0,9.360928046,Medium,28.62599594
23,Female,UK,4.946907857,TikTok,5,Socializing,21.42375869,1,6.10386192,Medium,20.82812597
13,Male,UK,3.916443138,TikTok,2,Entertainment,24.03926614,0,7.8378764,Medium,50.88488112
27,Male,Canada,0.611062322,YouTube,5,Education,34.09011558,0,6.945362012,Low,63.53504208
18,Other,India,4.06741362,Instagram,2,Entertainment,40.36798799,0,7.039839184,Medium,48.46594047
20,Male,India,4.081431748,Instagram,2,Socializing,17.07617294,1,7.318907193,Medium,57.17168017
17,Male,India,2.604241012,YouTube,3,Entertainment,37.65034461,1,7.112588076,Medium,30.54920111
16,Female,Australia,2.418100211,YouTube,3,Entertainment,30.07515699,1,8.243251785,Low,46.90218018
14,Other,USA,5.993790917,Snapchat,4,Socializing,34.95874558,1,4.798284417,High,44.34721212
18,Female,Canada,2.06502123,YouTube,3,Entertainment,10.27642152,0,10,Low,54.70049971
18,Male,Germany,3.394671372,YouTube,3,Socializing,38.52121111,0,6.933360112,Medium,62.86226613
23,Female,USA,3.07102377,TikTok,2,Entertainment,32.76651664,1,7.273307308,Medium,57.08700501
27,Female,USA,4.951837427,YouTube,1,Education,35.34815039,1,5.588363376,Medium,28.08445833
13,Female,India,3.605510112,Instagram,2,Education,14.29701718,1,7.640169866,Medium,22.88668941
21,Female,Canada,1.059434522,YouTube,3,Education,14.02838701,1,9.679741399,Low,64.37178833
24,Female,Germany,4.758466133,TikTok,4,Content Creation,16.85592001,0,4.167980124,Medium,62.28554444
23,Male,India,0.5,TikTok,3,News,33.2442075,1,9.571854146,Low,39.0630958
18,Female,India,2.868689153,Snapchat,2,Entertainment,22.82833334,1,8.153548658,Medium,4.204591126
25,Male,India,4.558137723,TikTok,2,Socializing,20.239048,0,7.439376954,Medium,62.44159121
15,Other,India,2.253066985,Instagram,3,Content Creation,15.95284463,1,8.711842476,Low,20.83701356
16,Male,Canada,3.170974619,Instagram,1,Entertainment,33.19516446,1,8.036765606,Medium,99.86790411
24,Male,Brazil,3.688603572,YouTube,4,Education,28.3788824,1,8.442979422,Medium,54.67986615
23,Female,Canada,4.173611133,TikTok,1,Education,25.78398898,1,8.435327926,Medium,31.13942234
16,Female,Germany,2.523137607,Instagram,3,Entertainment,25.42069158,1,7.772635162,Medium,14.44024746
15,Male,Germany,5.065257157,TikTok,1,Socializing,11.21564011,1,6.570500574,High,68.37025544
22,Female,Australia,2.496285671,YouTube,3,Socializing,28.24904929,0,8.433036052,Low,16.1307807
15,Male,Canada,1.228721481,TikTok,1,News,47.96125066,1,8.750721302,Low,62.79626489
27,Male,India,3.702691532,TikTok,3,Socializing,16.66702093,1,7.625158029,Medium,62.96029369
15,Male,USA,2.649656396,Instagram,3,News,22.69031981,1,8.240206207,Medium,31.58875917
16,Female,USA,7.611356266,YouTube,5,Education,17.15949306,1,2.568340906,High,53.43873201
19,Male,UK,4.568837808,TikTok,1,Socializing,15.45082764,0,8.129522859,Medium,14.8755481
16,Female,USA,6.348982462,TikTok,4,Socializing,31.01897963,1,4.546236339,High,37.59377626
21,Female,Germany,3.956848227,Instagram,3,Entertainment,17.89243588,1,6.12460397,Medium,77.32571733
13,Female,UK,4.424582897,Snapchat,1,Education,28.46165414,0,6.683391811,Medium,32.25268216
20,Male,Canada,5.124273289,YouTube,2,Socializing,29.56271699,1,4.964039192,High,84.11535057
19,Male,Australia,2.403347314,Twitter,4,Content Creation,24.77623258,0,9.525177892,Low,55.42684698
14,Male,Brazil,4.823340266,Instagram,4,News,10.63755495,1,7.324021067,Medium,54.93299997
20,Male,USA,1.882461314,Instagram,2,Content Creation,15.84085544,1,9.75614267,Low,63.11825311
13,Other,India,2.117680743,YouTube,5,News,39.8669837,1,8.124332118,Low,63.79580079
23,Male,USA,5.91824,Twitter,5,Socializing,18.18997269,0,6.203693037,High,88.64112613
24,Male,UK,1.440844743,TikTok,5,Education,29.07341851,1,8.881244272,Low,45.48119442
21,Male,UK,3.854155174,YouTube,4,Socializing,30.58319334,1,7.127866296,Medium,26.64097432
21,Female,Australia,2.884296292,Instagram,5,Socializing,25.70421393,1,8.759544727,Medium,41.70509983
14,Female,USA,3.392894951,Instagram,1,Education,23.16811806,1,6.176028776,Medium,26.22259236
19,Female,India,0.5,Snapchat,5,Entertainment,36.84414072,1,7.89782018,Low,11.99068616
27,Male,UK,3.996325343,Instagram,4,Socializing,22.04840411,0,9.177354378,Medium,0
26,Female,India,4.07889745,TikTok,3,Entertainment,45.36357228,0,6.031253163,Medium,25.19894152
22,Male,India,3.5623528,Snapchat,1,Entertainment,17.1827681,0,7.639496744,Medium,58.61545187
15,Male,UK,3.250221497,TikTok,4,Entertainment,19.06450869,1,8.055017877,Medium,37.39587983
19,Male,UK,3.74704807,Snapchat,3,Entertainment,21.15824156,0,8.427092098,Medium,55.32513519
24,Female,USA,4.649229413,TikTok,3,Education,11.34476253,1,7.322791033,Medium,23.86756417
22,Male,India,2.020141758,YouTube,3,Entertainment,9.211599733,1,7.710146534,Low,11.97794235
21,Male,Germany,4.617660303,YouTube,5,Entertainment,19.42615967,0,7.537415827,Medium,11.03366283
16,Male,UK,4.92405626,Instagram,1,Socializing,26.50305021,0,6.335198746,Medium,30.34977851
24,Female,USA,3.886652277,YouTube,2,Entertainment,5,1,5.603933792,Medium,39.15238707
13,Male,UK,5.3725702,Instagram,3,Socializing,18.69114966,1,7.541532268,High,60.7642074
14,Female,India,4.158934037,YouTube,1,Entertainment,14.42944153,0,6.960504892,Medium,44.73035227
13,Male,India,4.055141065,YouTube,3,Entertainment,19.52921669,1,4.623454526,Medium,71.0347421
26,Male,USA,0.5,Twitter,2,Entertainment,8.935250229,1,9.561967359,Low,53.33104698
24,Male,Brazil,3.588830294,TikTok,5,Socializing,13.51724279,1,6.883887845,Medium,84.46657933
17,Male,Canada,5.180282188,TikTok,4,Entertainment,34.94176316,0,5.320249583,High,26.54088506
17,Female,Australia,1.562277895,TikTok,5,Content Creation,20.2494669,0,8.685542618,Low,34.60123008
23,Male,India,2.460362427,TikTok,2,Entertainment,27.11045953,1,7.446020764,Low,19.24020306
19,Female,India,2.320740066,YouTube,5,Socializing,23.14517536,0,8.587316145,Low,15.90757794
21,Male,UK,5.213451831,Instagram,2,Education,52.79602393,1,7.269503513,High,45.11354581
21,Female,USA,4.6821295,YouTube,3,Entertainment,16.42969528,1,7.692896957,Medium,114.302103
15,Male,UK,3.820267366,TikTok,4,Socializing,21.32428907,0,6.08274572,Medium,67.89629022
15,Female,Canada,3.953850287,Instagram,3,Education,16.10695434,0,8.000581088,Medium,58.09353456
15,Female,USA,1.757829471,TikTok,3,Content Creation,17.9363256,1,8.313210012,Low,54.48055047
16,Female,Brazil,6.49885915,Instagram,1,Content Creation,9.773188014,1,5.741188892,High,87.6507191
20,Male,Australia,5.166113119,TikTok,4,News,22.79628302,0,4.323958269,High,64.16176705
18,Other,Canada,5.312051178,Twitter,2,Entertainment,7.785495168,0,6.0731449,High,25.17612192
20,Male,Germany,2.586792039,TikTok,4,Socializing,33.63346385,0,6.187428102,Medium,37.52649811
13,Female,India,1.87499079,TikTok,1,Socializing,17.97254351,0,9.732102957,Low,37.17521066
20,Female,Australia,4.303461283,YouTube,3,Entertainment,28.46718721,0,6.705535492,Medium,40.4766682
16,Male,USA,5.743548518,Instagram,2,Socializing,16.30125309,0,5.496943474,High,61.24993189
23,Other,UK,4.273020693,Instagram,2,Entertainment,17.2913254,0,5.936438052,Medium,58.03747893
13,Male,India,1.789377442,Instagram,2,News,23.96326332,1,8.199882499,Low,49.57745229
20,Male,UK,3.052402336,Snapchat,3,Entertainment,5,1,7.608138408,Medium,78.87835472
16,Male,India,3.099634934,TikTok,1,Socializing,28.08152645,1,6.1448742,Medium,56.09949727
18,Female,UK,3.615420264,YouTube,3,Socializing,44.08558419,1,5.867286769,Medium,50.82610217
20,Male,USA,4.673945785,Instagram,5,Entertainment,21.18898893,1,5.505339305,Medium,36.47017309
16,Female,India,2.102152747,YouTube,2,Entertainment,26.53431037,0,8.217643983,Low,79.94149851
26,Male,India,3.505211714,Instagram,4,Entertainment,15.17873711,1,6.784103956,Medium,41.93971411
15,Male,UK,3.274897528,Instagram,3,Education,13.36172078,1,7.929955717,Medium,26.65200834
26,Female,Canada,4.789656689,TikTok,4,Socializing,11.74578463,0,7.350741012,Medium,35.96580617
21,Female,India,2.917885086,Snapchat,4,Content Creation,37.95990226,0,9.225502714,Medium,27.63563318
15,Male,India,2.300552001,Snapchat,1,Entertainment,11.29486533,0,8.407610318,Low,83.31576608
21,Female,Brazil,4.209844148,YouTube,1,Socializing,25.5766783,0,5.556243408,Medium,42.53444014
25,Male,USA,4.1727003,Instagram,4,Entertainment,18.28010963,0,7.385557429,Medium,26.63489653
14,Female,Brazil,1.716980059,Snapchat,3,Entertainment,29.69584797,0,9.757696074,Low,44.39990523
26,Female,India,2.795456666,TikTok,1,Education,25.34737662,0,7.68272792,Medium,61.42559442
14,Male,UK,5.373375729,Instagram,2,Socializing,30.19135123,1,5.482506193,High,35.17162055
14,Female,Germany,6.874078989,Snapchat,3,Socializing,19.17506117,0,3.070787792,High,60.74609325
18,Other,USA,3.80485805,Instagram,1,Socializing,29.89798088,1,5.474974788,Medium,29.62537293
15,Female,India,4.340030448,TikTok,4,Socializing,19.84193215,0,5.788076841,Medium,48.29366123
25,Female,India,2.592714126,Instagram,5,Entertainment,39.1246401,1,7.558395559,Medium,46.70863142
21,Male,Canada,4.196461209,Instagram,2,Education,52.46709475,1,6.600152097,Medium,20.93602781
16,Female,Brazil,3.679633848,YouTube,3,Entertainment,31.97759897,0,6.05450071,Medium,55.28304263
13,Male,India,4.096244151,Instagram,1,Entertainment,20.04242881,0,6.176066864,Medium,0
16,Male,India,3.114740431,Snapchat,4,Content Creation,11.33476456,1,7.320524818,Medium,38.33423362
13,Male,Brazil,2.584903509,TikTok,4,Education,24.83343074,1,9.616636058,Medium,29.14145258
26,Female,Canada,5.867964162,Instagram,2,Education,16.91383091,0,4.749897542,High,49.12082213
17,Female,India,0.66889319,Instagram,3,News,28.54072484,0,9.380307753,Low,57.09576113
16,Male,India,4.789203635,Twitter,3,Socializing,32.01510741,1,6.59644548,Medium,75.47812375
20,Male,Germany,3.857481605,YouTube,4,Entertainment,33.16119858,0,6.984063175,Medium,30.13765421
20,Female,India,4.609894488,Instagram,2,Content Creation,28.85550706,0,6.137594022,Medium,40.18641989
19,Male,India,2.779347799,YouTube,3,Education,19.47095551,1,8.25981701,Medium,29.37204376
15,Male,India,2.858263321,TikTok,2,Entertainment,5,1,8.094025345,Medium,48.94717419
13,Female,USA,0.946707123,TikTok,1,Entertainment,26.51824897,0,8.935464685,Low,46.98034692
13,Female,India,3.571413016,TikTok,3,Content Creation,14.3972719,1,7.204296195,Medium,34.99253628
24,Male,India,6.557464465,Instagram,2,Socializing,22.86244548,1,6.621847463,High,35.71712575
23,Male,India,4.527145305,YouTube,1,Entertainment,33.19247183,0,7.281325034,Medium,55.99575845
15,Male,Germany,3.422963747,TikTok,1,Socializing,5,1,7.91175761,Medium,36.88334984
18,Other,USA,6.107394707,Twitter,3,Education,5.681626477,1,4.042606393,High,54.29361091
19,Female,UK,4.222800949,Instagram,5,Entertainment,8.955661887,1,7.279780892,Medium,26.58812592
18,Male,India,3.29122754,Instagram,4,Education,40.97451929,1,6.765247982,Medium,38.48253452
26,Other,India,2.681149594,TikTok,4,Education,5,0,6.235242984,Medium,44.18846091
26,Male,USA,4.065507602,TikTok,4,News,31.52157582,0,6.062256719,Medium,25.08100499
18,Female,USA,5.732484424,TikTok,1,Entertainment,43.244669,1,4.027337276,High,55.69592208
18,Male,USA,0.765352337,Instagram,5,Socializing,26.27622866,0,9.063549683,Low,21.09500648
25,Female,India,5.400698139,YouTube,1,Education,18.80609264,1,6.837324231,High,64.20780133
15,Female,USA,3.281061254,TikTok,4,Socializing,6.555867979,1,7.688495971,Medium,53.98935117
18,Male,UK,3.596363053,TikTok,3,Entertainment,16.0379215,1,7.766231497,Medium,56.42195804
20,Female,UK,2.125990407,Snapchat,5,Socializing,23.15910178,0,7.740175977,Low,57.08168236
23,Male,Brazil,4.104311503,TikTok,4,Socializing,30.73899964,1,7.136649345,Medium,43.55048742
23,Male,Brazil,2.928246085,Instagram,5,Content Creation,29.66500399,0,6.85459183,Medium,33.51491592
14,Female,Brazil,3.010638557,TikTok,4,Entertainment,15.87326378,1,5.919436559,Medium,0
17,Male,India,3.196930675,Instagram,3,Entertainment,23.69637019,0,7.136326432,Medium,43.50774176
26,Male,Brazil,4.518057789,YouTube,3,Entertainment,21.74226651,1,4.232087619,Medium,18.34815903
13,Female,Canada,3.642830968,TikTok,5,Socializing,16.71357904,0,6.154192057,Medium,47.08161955
24,Male,India,4.793843117,YouTube,4,Socializing,34.10634396,1,5.54629203,Medium,34.59775168
27,Female,India,3.035068783,Instagram,2,Entertainment,46.14541735,1,7.4752704,Medium,17.32257692
13,Male,India,2.042038223,TikTok,5,Socializing,30.67287196,1,9.209242917,Low,42.28475259
17,Male,Australia,4.497276804,Instagram,5,Socializing,27.70231307,0,3.885725978,Medium,25.57225828
24,Male,Germany,2.345666047,YouTube,3,Entertainment,38.78171391,0,7.430082867,Low,41.23494302
25,Male,UK,4.446331084,YouTube,4,Socializing,37.75776364,0,5.741172722,Medium,42.23937236
15,Male,Germany,6.803672217,Instagram,1,Entertainment,23.14098395,1,2.822650329,High,58.12218264
16,Female,USA,2.319093116,Twitter,2,Entertainment,37.37804259,1,8.4611366,Low,52.19070509
15,Female,India,2.60329994,Snapchat,2,Entertainment,30.84782865,1,8.271988855,Medium,61.47178004
13,Male,Canada,4.989563926,Instagram,4,Entertainment,12.59221245,0,6.056861454,Medium,35.73429803
13,Male,Canada,5.449543256,Instagram,1,Socializing,41.14630957,1,5.783115211,High,54.46901498
24,Male,USA,2.492606417,Snapchat,5,Education,33.3629627,0,7.410740476,Low,25.20604
24,Male,USA,0.847304331,Instagram,4,News,45.10299778,1,9.030186121,Low,37.38770804
26,Female,Canada,3.266635292,Instagram,4,Entertainment,19.34933552,1,7.660155779,Medium,41.22325508
25,Female,UK,3.59817059,YouTube,1,Socializing,17.72953357,1,6.288018717,Medium,63.23106312
26,Male,USA,3.477542317,TikTok,2,Education,12.13472623,0,6.209170815,Medium,27.81518546
17,Male,Brazil,4.326242361,YouTube,4,Education,26.6798986,0,7.264762429,Medium,32.06839995
18,Male,Brazil,2.414205582,YouTube,4,Socializing,28.86839372,1,7.121369334,Low,78.63870731
15,Female,Germany,2.876842895,YouTube,4,Education,20.18907826,1,7.543562797,Medium,23.79954724
24,Male,Brazil,4.331357016,YouTube,5,Socializing,20.2090273,1,4.578912026,Medium,73.89032448
21,Male,India,2.302098717,YouTube,1,Education,9.708416458,1,8.782169585,Low,49.42115659
17,Male,Canada,2.689542253,Instagram,5,Socializing,28.44514987,1,7.01633995,Medium,13.51452883
20,Male,Australia,7.061732192,Snapchat,2,Entertainment,31.87860478,0,2.065887044,High,70.93221524
25,Male,India,1.975892601,YouTube,3,Entertainment,5,1,8.604422801,Low,52.75625668
13,Female,Brazil,5.061958655,Instagram,2,News,19.11478149,1,9.428152995,High,21.21547821
26,Female,Canada,3.960653341,Instagram,4,Education,13.10665864,0,8.002529202,Medium,42.13433657
17,Female,Germany,4.334026799,Instagram,4,Entertainment,33.42333929,1,5.372124276,Medium,53.71270068
27,Male,Brazil,1.947229945,TikTok,5,Education,23.20216499,1,7.251790378,Low,41.55116293
15,Male,Canada,4.378714644,Twitter,3,News,16.26392304,1,6.322782537,Medium,89.59011044
24,Male,Germany,1.459967816,TikTok,2,Entertainment,35.33206619,0,9.338508816,Low,68.81388107
13,Male,UK,3.014793244,Instagram,4,Entertainment,26.31486207,0,7.731293625,Medium,75.94855249
16,Male,USA,2.278740899,Snapchat,2,News,43.17027651,0,7.828642974,Low,51.03960306
27,Male,India,5.794118639,TikTok,3,Socializing,20.99265559,1,4.098625497,High,53.25357792
25,Female,Brazil,4.432193355,Instagram,2,Socializing,6.875159551,1,7.425355576,Medium,52.19105577
17,Female,India,3.22112416,Instagram,4,Entertainment,43.74654057,1,6.724550557,Medium,49.54262321
19,Male,Brazil,2.404379033,Instagram,3,Socializing,22.71229214,0,7.710142608,Low,12.19636747
13,Male,India,3.612136021,YouTube,2,Entertainment,24.50363338,1,8.908175102,Medium,54.0992935
15,Male,Germany,2.049374427,YouTube,2,Education,5,0,7.455389389,Low,56.27047454
14,Female,India,4.91894277,Twitter,4,News,7.662575144,1,4.942919303,Medium,49.94466092
21,Female,USA,1.999186198,TikTok,2,Entertainment,26.68023658,1,8.081594987,Low,56.00238751
22,Male,India,7.850344697,YouTube,5,Socializing,23.72774893,1,3.235380788,High,37.53241732
27,Male,India,2.528146818,TikTok,5,Socializing,40.94992769,1,7.600129927,Medium,36.91626705
18,Female,UK,2.935676346,Instagram,3,Entertainment,20.42520811,0,7.985082798,Medium,0
22,Female,India,6.162027636,Snapchat,1,Entertainment,24.12904299,1,5.283042113,High,28.80170985
15,Female,Australia,4.790665019,Instagram,2,News,20.3591924,1,6.584359444,Medium,78.20705169
20,Female,Canada,4.083621527,YouTube,5,News,28.62463739,0,6.328224881,Medium,52.42232129
26,Female,UK,4.606217561,Instagram,5,Entertainment,31.42990496,1,6.26682597,Medium,31.35408082
20,Male,India,3.042138792,YouTube,5,Education,25.23408259,0,7.621814064,Medium,22.03238009
14,Male,India,4.11824907,Instagram,1,Education,37.81825256,1,8.221912068,Medium,16.44759722
27,Male,Brazil,1.901276872,Twitter,1,Socializing,17.2937681,0,7.131068473,Low,19.0675959
18,Female,India,2.194637026,Instagram,5,Entertainment,25.13864338,0,8.20655241,Low,54.52547253
19,Male,India,1.140979721,Instagram,3,Socializing,5,1,9.496204468,Low,29.74233182
14,Female,Germany,4.252140983,Instagram,4,Content Creation,30.82398489,0,7.785516954,Medium,18.95841784
27,Female,USA,3.385238004,Twitter,4,Socializing,18.17673457,0,6.014292187,Medium,11.74667837
23,Female,Canada,2.977507797,Instagram,4,Entertainment,38.90302714,0,7.86159654,Medium,41.86197817
22,Male,India,3.761213054,Instagram,2,Entertainment,34.88045121,0,7.66482988,Medium,56.70529812
14,Male,UK,5.053662861,Twitter,4,Education,33.96922377,0,7.149305207,High,52.65759907
22,Male,UK,4.13101557,Instagram,2,Socializing,42.16154853,1,5.951512451,Medium,32.47732622
13,Male,Brazil,3.361597442,YouTube,1,Entertainment,25.13558565,0,8.285248571,Medium,53.70396054
20,Female,USA,4.321564011,YouTube,4,Entertainment,28.94283384,1,7.066652408,Medium,51.18339099
13,Male,Germany,1.906503108,YouTube,4,Socializing,26.18007408,1,7.935986541,Low,92.81757207
21,Female,USA,1.387789821,Instagram,5,Socializing,15.24451973,1,7.616172494,Low,42.89451277
23,Female,Germany,3.679177423,TikTok,5,News,47.37673558,0,5.817410338,Medium,68.16715192
18,Female,USA,4.059433531,YouTube,3,Entertainment,24.08842076,1,5.74859411,Medium,39.56667839
19,Male,Brazil,1.596904001,Twitter,3,News,30.04022336,0,7.797508798,Low,3.486910991
25,Male,India,3.868851484,YouTube,4,Entertainment,9.991336669,1,7.455779891,Medium,49.07041681
22,Male,India,5.056017714,TikTok,1,Education,23.74692849,1,6.053323903,High,0
19,Female,Germany,5.615392108,TikTok,1,Entertainment,32.2697739,0,5.76961169,High,57.12414064
22,Female,India,3.695238015,Twitter,1,Socializing,38.14630768,1,7.181653626,Medium,14.72719139
15,Female,UK,4.701554744,Twitter,1,Socializing,27.76039295,1,6.723859457,Medium,36.18381242
14,Male,India,2.139354301,YouTube,4,Socializing,26.33157707,1,9.071589899,Low,22.53754268
21,Female,USA,3.983032865,Instagram,1,Education,18.33014451,0,7.539571569,Medium,2.644186674
20,Other,India,3.427465207,TikTok,2,Socializing,25.7081064,0,8.759539521,Medium,47.74812244
25,Male,India,4.540762946,YouTube,2,Education,12.57023254,1,7.406981932,Medium,56.72382169
24,Female,USA,2.247958294,TikTok,3,News,22.60746299,0,7.854691233,Low,63.04954001
22,Male,India,5.45680238,TikTok,2,Socializing,10.19726198,1,7.379125466,High,9.261750766
19,Male,India,2.23039622,Twitter,2,Socializing,12.52226003,1,7.600171373,Low,32.47570462
21,Female,USA,2.924868481,Instagram,4,Entertainment,28.13540941,0,7.742673473,Medium,26.91627198
16,Male,India,5.911855977,TikTok,2,Education,42.82248356,1,5.117015798,High,22.70958481
25,Male,India,2.754384142,YouTube,2,Education,29.94403929,1,7.752100156,Medium,39.16586618
16,Male,India,5.33552072,YouTube,1,Entertainment,22.92245146,0,6.897805234,High,65.47428295
13,Female,India,1.920593744,Instagram,2,Entertainment,27.76835868,1,7.954296247,Low,63.17238188
20,Male,India,3.609461895,TikTok,5,Socializing,32.89435568,0,9.519925463,Medium,42.87154096
26,Female,India,3.726424804,TikTok,4,Socializing,5,1,6.175513918,Medium,9.749206927
26,Male,Brazil,5.456943216,YouTube,3,Education,11.48751761,1,5.954017361,High,22.00499273
24,Female,USA,4.089671644,Instagram,4,Entertainment,22.84548853,1,6.753688,Medium,61.69487688
15,Male,Germany,2.484700529,YouTube,4,Socializing,22.3762919,1,8.2826322,Low,50.86178015
19,Female,USA,4.106310042,Instagram,1,Socializing,34.71404102,1,5.529374524,Medium,43.62620715
27,Male,India,2.768816974,TikTok,1,Entertainment,9.887009311,1,8.786276705,Medium,2.648482572
24,Female,UK,3.648494688,YouTube,4,News,33.16174689,1,5.207392728,Medium,13.75692583
14,Male,Brazil,4.366843364,YouTube,1,Socializing,25.83340292,1,8.017536899,Medium,22.47379418
14,Male,India,2.580258537,YouTube,2,Education,12.05561732,0,9.582429282,Medium,26.48812906
19,Male,USA,4.401379074,Snapchat,5,Content Creation,20.12906998,0,4.766107824,Medium,33.04955818
27,Male,USA,3.758159067,YouTube,1,Content Creation,24.19373653,1,6.649120359,Medium,48.61922922
18,Male,India,3.210407344,TikTok,1,Entertainment,16.89693788,1,6.973248487,Medium,52.74143659
15,Female,USA,2.453570697,Twitter,4,Entertainment,20.53578905,0,7.039287154,Low,54.44661592
21,Female,Canada,1.586250688,Instagram,2,Entertainment,17.52562276,1,8.116976721,Low,16.66810774
22,Male,USA,3.117475416,Instagram,5,News,34.80337506,0,8.53987496,Medium,39.51432455
27,Female,Canada,1.945039153,TikTok,5,Socializing,34.55728099,1,7.770711565,Low,50.95263975
26,Female,Brazil,0.608255195,TikTok,1,Entertainment,31.32129046,0,8.579535112,Low,0.136846602
25,Female,UK,4.656844912,YouTube,3,Entertainment,30.44662511,1,6.109428972,Medium,52.67008958
18,Female,UK,4.718585922,Instagram,2,Socializing,30.24998984,0,6.007016321,Medium,63.44520729
22,Female,India,4.363044328,Instagram,5,Entertainment,25.94643028,1,6.154362102,Medium,10.19060204
22,Male,India,2.278568025,YouTube,2,Entertainment,8.130684819,1,8.1204751,Low,26.76122986
18,Female,Germany,2.164224701,YouTube,5,Entertainment,15.3198226,0,7.841329391,Low,37.73251268
13,Female,India,0.766998344,Instagram,3,News,20.6904596,1,10,Low,37.21271599
16,Female,India,2.459380006,YouTube,5,News,26.59390798,0,7.088999195,Low,48.75310798
22,Female,India,4.457598846,Twitter,4,Socializing,14.90021833,1,6.137225194,Medium,11.48610386
18,Male,India,4.091712809,TikTok,5,Socializing,50.92239167,1,5.595466562,Medium,51.13806628
27,Female,India,3.803555494,Instagram,1,Socializing,22.15767456,0,7.399966463,Medium,12.34894772
18,Male,India,2.768492475,YouTube,2,Entertainment,32.51902002,1,8.395515707,Medium,80.22136008
23,Female,Canada,5.304505583,TikTok,3,Education,21.37783297,0,6.150542385,High,31.14342813
24,Female,USA,5.685786838,Twitter,2,Socializing,16.55169474,1,5.556448319,High,54.7047866
17,Female,India,3.262833342,YouTube,3,Socializing,44.71164368,0,6.858082378,Medium,0
13,Male,USA,3.042489188,TikTok,5,Entertainment,26.42949468,0,7.2927119,Medium,25.59036772
20,Male,Germany,4.770108692,Instagram,4,Socializing,20.19252611,0,5.742742662,Medium,0
17,Male,USA,2.400281965,Twitter,5,Entertainment,37.20928426,1,8.66053084,Low,37.01436223
24,Female,India,3.127303864,Instagram,5,Entertainment,28.96943435,1,8.108793326,Medium,39.44955938
24,Male,Canada,4.766012638,Instagram,3,Socializing,20.69278057,1,7.039917951,Medium,76.99953421
24,Female,USA,2.634718627,Instagram,3,Socializing,24.65532782,0,8.676146527,Medium,41.94877753
17,Female,India,6.165656586,Instagram,3,Education,22.96809116,1,5.02423257,High,23.49646394
19,Female,Brazil,5.566923556,YouTube,2,Education,35.25866466,1,4.976525876,High,37.13542137
16,Female,India,2.065506946,YouTube,4,Entertainment,22.85633974,0,8.045116711,Low,40.89373126
18,Male,USA,4.018186159,TikTok,3,Entertainment,18.11195037,1,7.641333592,Medium,30.19756415
25,Male,India,3.132896229,YouTube,4,News,10.74642238,1,5.887800015,Medium,45.12042174
16,Male,India,4.277477445,YouTube,3,Education,35.56114317,1,7.314336639,Medium,56.29538265
26,Female,USA,3.393722317,Instagram,3,Entertainment,37.4896486,0,7.609985764,Medium,50.29397649
27,Female,India,3.166817401,Snapchat,4,Education,32.88392936,1,7.454782455,Medium,63.13091847
15,Male,Germany,5.090662224,YouTube,2,Entertainment,35.85578327,0,5.774144144,High,43.12541386
19,Male,India,3.434705543,Instagram,5,Socializing,13.66174209,1,7.440396932,Medium,98.99560499
20,Female,Canada,2.296374959,TikTok,4,Entertainment,17.13280714,1,7.227549783,Low,52.31962151
16,Female,USA,3.757089406,YouTube,2,Entertainment,20.38103843,0,8.139330848,Medium,0
25,Male,USA,0.5,TikTok,4,Entertainment,21.31369216,1,9.317716899,Low,38.02059521
14,Female,India,2.715942876,Instagram,2,Entertainment,39.12091767,0,8.837088188,Medium,67.85169809
